Image,Class,Mean,Variance,Standard Deviation,Entropy,Skewness,Kurtosis,Contrast,Energy,ASM,Homogeneity,Dissimilarity,Correlation
Image1975,1,7.60,580.95,24.10,0.00,3.93,16.67,43.08,0.06,0.00,0.40,3.63,0.98
Image1976,1,6.77,579.80,24.08,0.03,4.12,17.94,133.80,0.14,0.02,0.38,5.90,0.96
Image1977,1,4.69,410.34,20.26,0.02,4.89,25.24,164.18,0.11,0.01,0.37,6.11,0.94
Image1978,1,6.28,357.51,18.91,0.06,3.85,16.77,74.54,0.20,0.04,0.56,3.05,0.96
Image1979,0,7.07,367.23,19.16,0.11,3.08,9.78,72.02,0.29,0.08,0.58,3.01,0.96
Image1980,0,8.48,435.11,20.86,0.14,2.86,8.48,70.48,0.33,0.11,0.60,3.03,0.97
Image1981,1,11.70,836.68,28.93,0.02,3.17,11.00,111.46,0.11,0.01,0.43,4.54,0.96
Image1982,0,6.06,334.20,18.28,0.06,3.47,12.45,124.18,0.21,0.04,0.49,4.84,0.93
Image1983,0,7.34,377.25,19.42,0.12,3.03,9.50,71.81,0.30,0.09,0.59,3.04,0.96
Image1984,0,9.67,482.44,21.96,0.12,2.67,7.44,76.86,0.31,0.10,0.60,3.13,0.96
Image1985,1,7.60,627.76,25.06,0.04,3.92,17.00,142.61,0.17,0.03,0.46,4.92,0.96
Image1986,0,8.56,448.73,21.18,0.07,2.94,9.11,106.45,0.23,0.06,0.52,4.19,0.94
Image1987,0,5.17,294.55,17.16,0.07,3.89,16.55,135.79,0.23,0.06,0.49,4.98,0.93
Image1988,0,13.07,596.35,24.42,0.11,2.36,6.01,76.80,0.30,0.09,0.55,3.72,0.96
Image1989,0,13.83,602.13,24.54,0.11,2.26,5.56,69.91,0.29,0.09,0.55,3.58,0.97
Image1990,0,3.18,223.93,14.96,0.21,5.09,26.54,195.23,0.41,0.17,0.62,5.23,0.93
Image1991,0,12.29,529.30,23.01,0.07,2.31,5.60,71.67,0.23,0.05,0.53,3.38,0.95
Image1992,0,8.73,408.74,20.22,0.08,2.76,7.91,89.87,0.24,0.06,0.53,4.03,0.94
Image1993,0,11.37,501.47,22.39,0.07,2.40,6.03,85.60,0.24,0.06,0.54,3.65,0.95
Image1994,1,16.61,1695.84,41.18,0.00,2.98,9.22,304.00,0.04,0.00,0.32,8.30,0.90
Image1995,1,0.47,69.11,8.31,0.01,18.38,347.80,208.05,0.06,0.00,0.24,8.66,0.91
Image1996,0,31.48,2549.69,50.49,0.05,2.04,4.48,441.03,0.20,0.04,0.49,6.81,0.94
Image1997,0,33.24,2601.51,51.00,0.06,1.97,4.17,320.14,0.21,0.05,0.48,6.48,0.95
Image1998,0,7.50,712.27,26.69,0.11,4.00,16.50,407.71,0.29,0.08,0.50,8.24,0.92
Image1999,1,17.79,904.97,30.08,0.01,2.70,8.65,79.57,0.10,0.01,0.44,3.77,0.96
Image2000,0,7.84,480.44,21.92,0.26,3.19,10.63,80.57,0.47,0.22,0.66,2.99,0.97
Image2001,0,18.53,765.41,27.67,0.06,1.93,4.07,88.34,0.21,0.04,0.52,3.71,0.95
Image2002,0,17.47,730.41,27.03,0.06,1.98,4.24,89.43,0.22,0.05,0.54,3.41,0.95
Image2003,0,15.06,656.81,25.63,0.07,2.12,4.78,77.37,0.23,0.05,0.55,3.34,0.96
Image2004,0,11.18,549.81,23.45,0.10,2.50,6.50,93.53,0.29,0.08,0.57,3.66,0.95
Image2005,0,6.45,358.63,18.94,0.15,3.32,11.36,125.11,0.34,0.12,0.57,4.50,0.94
Image2006,0,18.35,763.43,27.63,0.06,1.94,4.11,92.16,0.22,0.05,0.52,3.72,0.95
Image2007,0,16.68,706.41,26.58,0.07,2.01,4.37,86.25,0.23,0.05,0.54,3.42,0.95
Image2008,0,5.20,303.58,17.42,0.14,3.76,14.52,162.73,0.34,0.11,0.56,5.26,0.93
Image2009,0,12.81,674.41,25.97,0.14,2.47,6.56,72.62,0.34,0.11,0.57,3.34,0.97
Image2010,0,15.05,725.60,26.94,0.11,2.21,5.31,77.45,0.30,0.09,0.54,3.66,0.97
Image2011,1,7.66,802.81,28.33,0.00,4.37,20.31,105.86,0.04,0.00,0.31,5.94,0.97
Image2012,1,5.87,630.02,25.10,0.00,5.00,26.93,134.88,0.05,0.00,0.27,6.89,0.96
Image2013,0,14.21,713.15,26.70,0.11,2.32,5.77,74.04,0.29,0.09,0.55,3.43,0.97
Image2014,1,13.61,729.07,27.00,0.00,2.80,9.08,115.22,0.06,0.00,0.36,5.55,0.93
Image2015,1,10.19,947.83,30.79,0.00,3.67,14.36,93.25,0.03,0.00,0.28,5.90,0.96
Image2016,1,7.44,776.03,27.86,0.00,4.46,21.40,108.41,0.05,0.00,0.30,5.86,0.97
Image2017,1,2.07,237.45,15.41,0.00,8.26,72.49,174.82,0.04,0.00,0.23,8.85,0.94
Image2018,1,2.92,316.49,17.79,0.21,6.47,43.00,224.23,0.41,0.17,0.60,4.93,0.97
Image2019,1,3.24,373.65,19.33,0.01,6.61,45.58,502.84,0.07,0.01,0.33,9.56,0.89
Image2020,1,17.21,1380.36,37.15,0.01,2.63,7.12,111.37,0.07,0.01,0.41,4.63,0.94
Image2021,1,1.15,172.98,13.15,0.04,11.57,134.71,1022.94,0.18,0.03,0.44,9.50,0.86
Image2022,0,7.89,681.80,26.11,0.13,3.81,14.94,277.90,0.33,0.11,0.55,6.45,0.94
Image2023,0,5.73,511.79,22.62,0.16,4.46,20.53,296.99,0.37,0.13,0.57,6.58,0.94
Image2024,0,16.37,1199.60,34.64,0.08,2.51,6.53,108.76,0.25,0.06,0.54,3.92,0.97
Image2025,0,10.23,813.95,28.53,0.08,3.17,10.28,119.26,0.25,0.06,0.50,4.39,0.97
Image2026,1,3.62,578.41,24.05,0.00,7.02,50.64,71.38,0.03,0.00,0.18,6.32,0.96
Image2027,0,14.68,1102.04,33.20,0.08,2.66,7.27,104.33,0.25,0.06,0.53,3.94,0.97
Image2028,0,8.23,664.06,25.77,0.08,3.51,12.65,128.60,0.24,0.06,0.49,4.71,0.97
Image2029,0,10.91,654.34,25.58,0.11,2.90,8.89,49.82,0.29,0.08,0.55,3.16,0.98
Image2030,1,15.60,1159.52,34.05,0.01,2.72,7.73,88.15,0.09,0.01,0.45,4.11,0.96
Image2031,1,12.50,1054.38,32.47,0.01,3.09,9.95,94.85,0.10,0.01,0.44,4.32,0.97
Image2032,0,14.86,799.16,28.27,0.06,2.32,5.60,59.19,0.21,0.04,0.57,3.10,0.98
Image2033,0,10.20,602.57,24.55,0.08,2.80,7.98,59.57,0.24,0.06,0.57,3.24,0.98
Image2034,0,12.41,750.95,27.40,0.10,2.77,8.12,57.39,0.29,0.08,0.54,3.47,0.98
Image2035,1,0.97,103.24,10.16,0.01,10.82,120.07,94.23,0.06,0.00,0.31,5.59,0.93
Image2036,0,13.39,733.22,27.08,0.06,2.44,6.13,57.45,0.21,0.04,0.57,3.17,0.98
Image2037,0,8.80,539.02,23.22,0.08,3.02,9.27,61.66,0.24,0.06,0.58,3.32,0.98
Image2038,0,6.90,280.39,16.74,0.17,3.00,9.89,50.21,0.37,0.14,0.64,2.59,0.96
Image2039,0,9.73,342.43,18.50,0.13,2.34,5.99,45.07,0.32,0.10,0.61,2.50,0.96
Image2040,0,4.27,212.24,14.57,0.09,3.80,14.80,99.62,0.27,0.07,0.55,4.00,0.93
Image2041,0,8.08,305.32,17.47,0.14,2.70,8.00,49.81,0.33,0.11,0.62,2.56,0.96
Image2042,0,11.00,360.73,18.99,0.11,2.19,5.28,43.34,0.29,0.09,0.57,2.84,0.96
Image2043,0,2.41,123.61,11.12,0.21,4.98,25.38,91.43,0.41,0.17,0.63,3.51,0.94
Image2044,0,4.63,244.01,15.62,0.25,3.70,13.99,38.99,0.46,0.21,0.72,1.91,0.98
Image2045,0,11.05,415.48,20.38,0.08,2.23,5.19,42.87,0.25,0.06,0.65,2.17,0.96
Image2046,0,8.20,327.47,18.10,0.10,2.57,6.80,51.81,0.28,0.08,0.65,2.38,0.96
Image2047,0,4.79,208.49,14.44,0.16,3.34,11.39,61.11,0.36,0.13,0.66,2.76,0.95
Image2048,0,5.05,266.05,16.31,0.24,3.56,12.98,44.90,0.45,0.20,0.72,2.10,0.98
Image2049,0,12.37,448.16,21.17,0.07,2.12,4.75,49.71,0.23,0.05,0.63,2.40,0.96
Image2050,0,10.32,393.44,19.84,0.08,2.31,5.55,43.44,0.25,0.06,0.65,2.18,0.96
Image2051,0,7.31,299.63,17.31,0.11,2.73,7.61,55.43,0.29,0.08,0.65,2.45,0.96
Image2052,0,3.54,159.78,12.64,0.19,3.89,15.43,79.33,0.39,0.15,0.68,3.05,0.94
Image2053,0,6.99,543.63,23.32,0.15,3.72,14.17,75.99,0.34,0.12,0.61,3.11,0.98
Image2054,0,18.18,1179.35,34.34,0.07,2.27,5.36,140.49,0.23,0.05,0.58,3.55,0.96
Image2055,0,13.83,1004.44,31.69,0.08,2.65,7.16,173.55,0.25,0.06,0.60,3.82,0.95
Image2056,0,8.73,705.55,26.56,0.11,3.36,11.44,196.22,0.29,0.09,0.58,4.55,0.95
Image2057,0,7.60,564.07,23.75,0.17,3.55,12.97,85.42,0.37,0.14,0.62,3.22,0.98
Image2058,0,19.54,1186.22,34.44,0.06,2.17,4.93,119.19,0.22,0.05,0.56,3.65,0.96
Image2059,0,17.33,1156.31,34.00,0.08,2.34,5.65,135.97,0.25,0.06,0.60,3.44,0.96
Image2060,0,12.65,940.82,30.67,0.08,2.78,7.86,170.14,0.25,0.06,0.58,4.02,0.95
Image2061,0,9.63,629.59,25.09,0.21,3.03,9.58,80.52,0.42,0.18,0.63,3.30,0.98
Image2062,0,13.62,727.33,26.97,0.12,2.39,6.07,73.18,0.30,0.09,0.56,3.41,0.97
Image2063,0,16.54,814.62,28.54,0.12,2.13,4.99,76.14,0.31,0.10,0.56,3.42,0.97
Image2064,1,10.20,1500.54,38.74,0.02,4.30,19.22,183.02,0.11,0.01,0.37,6.07,0.98
Image2065,1,8.02,1226.75,35.03,0.02,4.86,24.57,194.49,0.11,0.01,0.39,6.21,0.98
Image2066,1,6.55,947.46,30.78,0.04,5.34,30.05,219.32,0.16,0.03,0.39,7.12,0.98
Image2067,1,3.21,481.05,21.93,0.01,7.52,59.47,305.35,0.07,0.01,0.31,9.53,0.95
Image2068,0,10.98,687.07,26.21,0.17,2.84,8.44,80.22,0.37,0.14,0.60,3.46,0.98
Image2069,0,14.02,740.92,27.22,0.11,2.36,5.90,71.19,0.30,0.09,0.55,3.52,0.97
Image2070,1,5.80,695.61,26.37,0.00,5.22,29.24,63.14,0.04,0.00,0.29,5.13,0.98
Image2071,1,9.95,1337.11,36.57,0.01,4.28,19.27,128.31,0.08,0.01,0.34,6.19,0.98
Image2072,1,7.91,1202.82,34.68,0.02,4.90,24.98,155.76,0.11,0.01,0.39,6.06,0.98
Image2073,1,5.85,820.62,28.65,0.03,5.62,33.60,207.00,0.16,0.03,0.38,7.10,0.98
Image2074,1,2.70,407.13,20.18,0.00,8.17,69.93,313.10,0.05,0.00,0.27,9.79,0.94
Image2075,0,5.53,243.08,15.59,0.19,3.27,11.15,32.12,0.39,0.15,0.68,2.10,0.98
Image2076,0,8.75,319.37,17.87,0.09,2.50,6.58,34.81,0.26,0.07,0.58,2.50,0.97
Image2077,1,5.19,438.37,20.94,0.00,4.94,27.04,70.31,0.05,0.00,0.38,4.59,0.97
Image2078,1,3.04,295.14,17.18,0.00,6.27,41.42,37.14,0.04,0.00,0.31,4.09,0.98
Image2079,0,6.05,217.60,14.75,0.09,2.84,8.35,40.05,0.26,0.07,0.59,2.43,0.96
Image2080,0,6.45,271.24,16.47,0.15,2.99,9.33,38.24,0.35,0.12,0.64,2.28,0.97
Image2081,0,9.26,333.96,18.27,0.08,2.42,6.17,35.72,0.26,0.07,0.58,2.55,0.97
Image2082,0,5.32,195.06,13.97,0.09,3.02,9.43,46.61,0.27,0.07,0.60,2.53,0.95
Image2083,0,8.62,413.71,20.34,0.10,2.98,9.44,47.93,0.29,0.08,0.57,3.08,0.98
Image2084,0,11.59,534.82,23.13,0.09,2.52,6.74,48.88,0.27,0.07,0.56,3.21,0.98
Image2085,0,7.64,337.80,18.38,0.09,2.78,7.90,40.96,0.26,0.07,0.66,2.38,0.97
Image2086,0,9.62,472.00,21.73,0.10,2.83,8.57,45.32,0.28,0.08,0.58,2.93,0.98
Image2087,1,18.09,1529.57,39.11,0.01,2.89,9.02,179.61,0.09,0.01,0.42,5.34,0.97
Image2088,0,6.62,529.02,23.00,0.11,4.10,17.62,237.12,0.29,0.09,0.51,6.51,0.94
Image2089,0,4.73,383.96,19.59,0.13,4.85,24.68,236.22,0.33,0.11,0.54,6.19,0.94
Image2090,0,11.20,968.41,31.12,0.07,3.16,10.16,80.57,0.22,0.05,0.55,3.78,0.98
Image2091,1,25.57,1697.08,41.20,0.03,2.17,5.14,193.33,0.16,0.03,0.46,5.61,0.96
Image2092,1,0.61,82.68,9.09,0.00,15.47,244.48,197.64,0.05,0.00,0.12,9.70,0.81
Image2093,0,11.31,593.59,24.36,0.11,2.62,7.24,73.59,0.29,0.09,0.56,3.45,0.97
Image2094,0,13.33,687.62,26.22,0.15,2.37,5.99,71.02,0.35,0.12,0.61,3.28,0.97
Image2095,1,8.85,605.94,24.62,0.01,3.28,11.37,47.82,0.07,0.01,0.44,3.33,0.95
Image2096,0,7.72,451.27,21.24,0.20,3.20,10.73,69.75,0.40,0.16,0.62,3.25,0.97
Image2097,0,12.40,651.80,25.53,0.12,2.48,6.47,72.10,0.31,0.09,0.59,3.13,0.97
Image2098,0,8.07,634.41,25.19,0.24,3.55,13.20,129.84,0.45,0.20,0.66,3.48,0.97
Image2099,1,10.94,971.85,31.17,0.00,3.33,11.44,138.51,0.05,0.00,0.38,5.67,0.93
Image2100,0,3.33,78.47,8.86,0.12,3.26,11.20,14.00,0.31,0.10,0.66,1.54,0.97
Image2101,0,5.52,122.15,11.05,0.10,2.52,6.87,12.93,0.29,0.08,0.64,1.64,0.97
Image2102,0,5.77,120.09,10.96,0.10,2.44,6.50,16.34,0.29,0.08,0.63,1.82,0.96
Image2103,0,3.76,85.23,9.23,0.14,3.03,9.69,12.15,0.33,0.11,0.67,1.44,0.97
Image2104,0,5.89,129.78,11.39,0.11,2.41,6.26,13.61,0.29,0.08,0.65,1.62,0.97
Image2105,1,5.99,151.65,12.31,0.02,3.04,10.73,22.34,0.12,0.01,0.50,2.41,0.95
Image2106,1,7.25,252.09,15.88,0.02,3.12,10.81,26.96,0.12,0.01,0.51,2.44,0.97
Image2107,1,6.78,262.91,16.21,0.02,3.19,11.09,26.88,0.13,0.02,0.52,2.42,0.97
Image2108,0,9.48,485.41,22.03,0.07,2.78,8.02,107.45,0.24,0.06,0.51,4.35,0.94
Image2109,0,8.05,422.99,20.57,0.08,3.05,9.64,112.65,0.24,0.06,0.51,4.58,0.94
Image2110,0,3.47,202.62,14.23,0.13,4.77,23.77,121.92,0.33,0.11,0.56,4.48,0.94
Image2111,0,14.42,578.56,24.05,0.06,2.16,5.09,62.35,0.22,0.05,0.53,3.06,0.96
Image2112,0,5.96,245.28,15.66,0.09,3.17,10.77,58.24,0.26,0.07,0.56,2.83,0.95
Image2113,0,1.73,62.24,7.89,0.21,5.32,31.53,53.61,0.42,0.18,0.65,2.43,0.93
Image2114,1,7.70,668.52,25.86,0.05,4.04,17.60,207.04,0.20,0.04,0.43,5.99,0.95
Image2115,0,8.97,367.08,19.16,0.08,2.66,7.58,52.49,0.25,0.06,0.53,3.05,0.96
Image2116,0,4.64,183.12,13.53,0.10,3.49,13.13,52.91,0.28,0.08,0.58,2.68,0.95
Image2117,0,0.75,26.09,5.11,0.24,7.64,64.16,63.49,0.45,0.20,0.68,2.59,0.90
Image2118,0,6.37,369.81,19.23,0.21,3.54,13.24,60.29,0.42,0.18,0.65,2.63,0.98
Image2119,1,13.68,977.36,31.26,0.04,3.03,10.00,134.18,0.16,0.03,0.44,4.98,0.96
Image2120,1,17.80,1075.94,32.80,0.03,2.53,7.00,84.91,0.14,0.02,0.44,4.44,0.97
Image2121,0,7.39,346.27,18.61,0.09,3.00,9.47,97.13,0.26,0.07,0.54,3.89,0.94
Image2122,0,6.05,284.25,16.86,0.09,3.28,11.34,123.32,0.27,0.07,0.55,4.14,0.92
Image2123,0,6.12,397.08,19.93,0.23,3.68,14.07,63.72,0.44,0.19,0.65,2.93,0.98
Image2124,0,11.07,585.98,24.21,0.12,2.65,7.43,75.65,0.30,0.09,0.55,3.65,0.97
Image2125,0,12.60,627.86,25.06,0.11,2.44,6.30,70.07,0.29,0.09,0.57,3.45,0.97
Image2126,1,5.97,721.49,26.86,0.00,5.10,27.34,95.39,0.03,0.00,0.28,5.85,0.97
Image2127,1,6.83,926.14,30.43,0.00,5.06,26.79,122.96,0.03,0.00,0.29,6.39,0.97
Image2128,1,6.31,836.10,28.92,0.00,5.31,30.06,84.87,0.03,0.00,0.31,5.63,0.98
Image2129,1,1.84,220.91,14.86,0.00,9.01,87.38,188.66,0.04,0.00,0.24,9.20,0.93
Image2130,0,7.15,453.20,21.29,0.21,3.44,12.38,73.36,0.42,0.17,0.63,3.17,0.97
Image2131,0,11.88,609.54,24.69,0.11,2.52,6.71,70.78,0.29,0.09,0.55,3.47,0.97
Image2132,1,6.16,804.92,28.37,0.00,5.19,28.16,110.86,0.03,0.00,0.29,6.07,0.97
Image2133,1,5.91,773.83,27.82,0.00,5.48,32.18,101.16,0.04,0.00,0.32,5.88,0.98
Image2134,0,14.78,944.18,30.73,0.10,2.55,6.89,80.14,0.27,0.08,0.54,3.47,0.98
Image2135,0,10.60,768.43,27.72,0.16,3.06,9.81,102.23,0.36,0.13,0.59,3.53,0.98
Image2136,0,15.59,971.83,31.17,0.10,2.45,6.41,77.30,0.28,0.08,0.56,3.38,0.98
Image2137,1,12.31,1217.75,34.90,0.00,3.50,13.31,67.70,0.06,0.00,0.40,3.95,0.98
Image2138,1,12.37,1055.77,32.49,0.01,3.21,11.09,76.92,0.09,0.01,0.48,2.98,0.97
Image2139,1,3.04,356.01,18.87,0.03,6.65,45.88,144.89,0.16,0.02,0.43,4.54,0.97
Image2140,0,10.24,993.98,31.53,0.22,3.46,12.42,125.16,0.43,0.19,0.64,3.63,0.98
Image2141,0,20.63,1454.72,38.14,0.06,2.26,5.33,168.33,0.21,0.04,0.51,4.57,0.96
Image2142,0,16.36,1259.56,35.49,0.07,2.56,6.74,191.73,0.23,0.05,0.51,4.93,0.95
Image2143,0,10.41,875.29,29.59,0.07,3.21,10.51,234.95,0.24,0.06,0.50,5.92,0.94
Image2144,0,11.67,1064.80,32.63,0.23,3.17,10.49,159.62,0.44,0.19,0.63,3.99,0.97
Image2145,1,3.60,429.76,20.73,0.00,6.12,38.51,110.35,0.04,0.00,0.32,5.28,0.92
Image2146,1,11.88,1280.17,35.78,0.01,3.49,12.75,151.28,0.10,0.01,0.38,5.47,0.96
Image2147,0,22.12,1483.87,38.52,0.05,2.18,5.00,176.82,0.20,0.04,0.49,5.05,0.95
Image2148,0,14.75,1164.28,34.12,0.08,2.69,7.44,196.95,0.24,0.06,0.52,5.00,0.95
Image2149,0,8.18,717.11,26.78,0.11,3.63,13.43,269.51,0.29,0.09,0.52,6.29,0.94
Image2150,0,10.50,484.08,22.00,0.12,2.65,7.73,92.57,0.31,0.09,0.57,3.54,0.95
Image2151,0,13.03,577.92,24.04,0.10,2.33,5.96,96.09,0.28,0.08,0.55,3.75,0.95
Image2152,0,16.07,679.65,26.07,0.09,2.10,4.91,65.45,0.27,0.07,0.55,3.31,0.97
Image2153,1,10.09,1129.26,33.60,0.00,3.96,16.61,156.87,0.05,0.00,0.32,6.03,0.97
Image2154,1,9.59,1204.50,34.71,0.02,4.13,17.85,264.39,0.12,0.01,0.40,5.90,0.96
Image2155,1,2.69,492.88,22.20,0.10,8.91,82.64,1171.02,0.29,0.08,0.42,15.27,0.93
Image2156,0,11.47,512.62,22.64,0.11,2.49,6.90,104.55,0.30,0.09,0.56,3.63,0.95
Image2157,1,6.86,844.72,29.06,0.00,4.83,24.59,125.07,0.04,0.00,0.30,5.78,0.97
Image2158,1,1.72,313.45,17.70,0.11,10.98,125.12,1593.17,0.30,0.09,0.40,17.45,0.90
Image2159,0,11.13,537.25,23.18,0.13,2.70,7.95,66.07,0.32,0.10,0.55,3.63,0.97
Image2160,0,14.10,663.89,25.77,0.12,2.32,5.87,62.83,0.30,0.09,0.53,3.77,0.97
Image2161,0,8.68,493.62,22.22,0.21,3.15,10.59,57.40,0.42,0.17,0.62,3.03,0.98
Image2162,0,12.44,589.06,24.27,0.11,2.47,6.59,61.85,0.30,0.09,0.53,3.61,0.97
Image2163,0,15.45,711.63,26.68,0.10,2.22,5.42,70.88,0.28,0.08,0.51,4.02,0.97
Image2164,1,5.76,837.57,28.94,0.01,5.58,32.67,180.14,0.08,0.01,0.31,7.52,0.97
Image2165,0,10.63,501.66,22.40,0.12,2.60,7.22,55.52,0.31,0.10,0.56,3.20,0.97
Image2166,0,11.52,544.49,23.33,0.12,2.51,6.78,60.47,0.30,0.09,0.56,3.34,0.97
Image2167,0,13.26,566.95,23.81,0.11,2.26,5.58,63.94,0.30,0.09,0.56,3.33,0.97
Image2168,0,7.36,317.25,17.81,0.17,2.97,9.63,54.46,0.37,0.14,0.63,2.71,0.97
Image2169,0,10.31,394.18,19.85,0.13,2.38,6.14,47.52,0.32,0.10,0.59,2.82,0.97
Image2170,0,11.10,404.83,20.12,0.11,2.30,5.81,49.44,0.30,0.09,0.56,3.12,0.96
Image2171,0,12.96,448.02,21.17,0.09,2.11,4.94,56.39,0.27,0.07,0.55,3.30,0.96
Image2172,1,2.00,222.67,14.92,0.00,8.17,69.93,93.84,0.04,0.00,0.28,5.97,0.97
Image2173,0,4.62,245.70,15.67,0.09,3.76,14.42,104.65,0.27,0.07,0.56,3.93,0.94
Image2174,0,8.33,343.41,18.53,0.14,2.81,8.69,56.00,0.33,0.11,0.60,2.85,0.96
Image2175,0,11.89,419.08,20.47,0.11,2.17,5.16,46.53,0.29,0.09,0.56,3.03,0.97
Image2176,0,2.84,169.22,13.01,0.21,4.90,24.45,157.64,0.41,0.17,0.63,4.56,0.92
Image2177,1,2.59,285.18,16.89,0.24,7.34,58.99,148.21,0.45,0.20,0.59,4.95,0.98
Image2178,1,18.15,1339.67,36.60,0.03,2.92,9.83,137.19,0.14,0.02,0.39,5.85,0.97
Image2179,1,12.82,1307.65,36.16,0.00,3.68,15.00,143.27,0.04,0.00,0.31,6.83,0.97
Image2180,1,15.42,1240.37,35.22,0.00,3.29,12.60,227.70,0.05,0.00,0.34,7.18,0.94
Image2181,1,10.92,948.95,30.80,0.00,3.72,16.15,77.17,0.05,0.00,0.36,4.91,0.96
Image2182,0,8.13,522.49,22.86,0.11,3.13,9.97,167.39,0.30,0.09,0.58,4.03,0.94
Image2183,1,9.92,1271.25,35.65,0.01,4.24,19.09,145.93,0.07,0.00,0.31,6.98,0.98
Image2184,1,14.18,1192.61,34.53,0.00,3.46,13.93,195.98,0.05,0.00,0.34,6.59,0.95
Image2185,1,2.35,354.76,18.84,0.00,8.76,80.49,114.49,0.04,0.00,0.27,6.94,0.97
Image2186,0,6.63,442.77,21.04,0.13,3.48,12.30,183.67,0.32,0.10,0.59,4.25,0.93
Image2187,0,5.97,376.67,19.41,0.28,3.58,13.14,64.26,0.49,0.24,0.70,2.43,0.98
Image2188,1,12.08,927.19,30.45,0.00,3.57,15.02,107.08,0.06,0.00,0.36,5.05,0.96
Image2189,0,13.37,644.91,25.40,0.07,2.30,5.50,68.15,0.23,0.05,0.57,2.84,0.96
Image2190,0,10.16,532.71,23.08,0.08,2.65,7.20,85.20,0.24,0.06,0.56,3.18,0.96
Image2191,0,12.62,621.55,24.93,0.07,2.37,5.82,69.30,0.24,0.06,0.56,2.95,0.96
Image2192,0,8.98,487.74,22.08,0.09,2.82,8.12,92.54,0.26,0.07,0.57,3.29,0.95
Image2193,0,4.56,279.73,16.73,0.13,3.98,16.11,139.97,0.32,0.10,0.59,4.23,0.94
Image2194,0,10.59,464.66,21.56,0.11,2.62,7.41,51.85,0.29,0.08,0.57,3.00,0.97
Image2195,0,16.72,705.29,26.56,0.06,2.07,4.62,104.39,0.21,0.05,0.53,3.96,0.95
Image2196,0,15.07,669.15,25.87,0.06,2.18,5.03,104.56,0.22,0.05,0.55,3.76,0.95
Image2197,0,13.20,626.91,25.04,0.07,2.32,5.61,101.90,0.23,0.05,0.56,3.62,0.95
Image2198,0,16.35,700.62,26.47,0.05,2.11,4.81,104.44,0.20,0.04,0.52,4.03,0.94
Image2199,0,14.73,664.37,25.78,0.07,2.20,5.11,110.08,0.22,0.05,0.55,3.81,0.94
Image2200,0,12.21,593.61,24.36,0.07,2.41,6.04,101.13,0.24,0.06,0.57,3.60,0.95
Image2201,0,3.79,236.99,15.39,0.14,4.39,19.65,189.81,0.33,0.11,0.61,4.91,0.92
Image2202,0,10.83,470.99,21.70,0.08,2.41,6.08,60.91,0.25,0.06,0.56,2.89,0.96
Image2203,0,6.91,340.45,18.45,0.10,3.05,9.61,81.13,0.28,0.08,0.56,3.33,0.95
Image2204,0,5.58,281.19,16.77,0.12,3.37,11.70,92.68,0.31,0.09,0.59,3.32,0.94
Image2205,0,8.13,451.82,21.26,0.20,3.05,9.83,67.10,0.41,0.16,0.61,3.13,0.97
Image2206,0,15.76,654.58,25.58,0.05,2.07,4.56,77.92,0.20,0.04,0.53,3.25,0.95
Image2207,0,10.55,508.20,22.54,0.07,2.52,6.52,88.34,0.23,0.05,0.55,3.22,0.95
Image2208,0,6.18,337.34,18.37,0.07,3.29,10.99,100.27,0.23,0.05,0.55,3.51,0.94
Image2209,1,5.55,575.09,23.98,0.03,5.05,27.56,182.61,0.15,0.02,0.37,6.36,0.96
Image2210,0,15.20,644.58,25.39,0.06,2.10,4.69,75.22,0.21,0.05,0.54,3.10,0.95
Image2211,0,4.86,278.16,16.68,0.11,3.73,14.05,128.51,0.29,0.09,0.58,3.91,0.93
Image2212,0,8.00,735.35,27.12,0.28,3.81,15.13,125.14,0.49,0.24,0.67,3.60,0.98
Image2213,1,12.41,1377.72,37.12,0.00,3.55,13.18,261.24,0.04,0.00,0.35,7.13,0.95
Image2214,1,1.15,160.83,12.68,0.01,11.48,135.34,294.25,0.09,0.01,0.32,6.87,0.92
Image2215,1,17.50,1800.51,42.43,0.01,3.00,9.38,273.31,0.06,0.00,0.38,6.75,0.95
Image2216,1,20.19,2007.08,44.80,0.00,2.80,8.25,287.84,0.06,0.00,0.33,7.84,0.93
Image2217,1,12.52,1370.16,37.02,0.00,3.43,12.26,181.87,0.06,0.00,0.36,6.03,0.94
Image2218,1,2.48,341.79,18.49,0.02,7.93,65.26,227.72,0.11,0.01,0.42,5.91,0.95
Image2219,1,5.21,452.61,21.27,0.00,4.66,23.12,184.47,0.05,0.00,0.31,6.61,0.90
Image2220,0,6.14,458.93,21.42,0.11,3.87,15.44,230.73,0.29,0.08,0.55,5.44,0.93
Image2221,0,6.55,404.37,20.11,0.21,3.48,12.49,52.77,0.42,0.18,0.69,2.32,0.98
Image2222,0,16.10,844.35,29.06,0.12,2.20,5.20,66.40,0.31,0.10,0.62,2.90,0.98
Image2223,1,3.92,429.72,20.73,0.00,5.77,34.84,78.04,0.04,0.00,0.35,4.66,0.94
Image2224,0,7.88,439.76,20.97,0.14,3.04,9.48,101.50,0.33,0.11,0.63,3.54,0.96
Image2225,0,7.30,450.55,21.23,0.20,3.31,11.32,67.99,0.40,0.16,0.67,2.58,0.98
Image2226,0,13.30,725.56,26.94,0.11,2.43,6.20,63.41,0.29,0.09,0.61,2.90,0.98
